year,site,tsq,chs_max_ln,chs_mean_ln,chs_sd_ln,chs_cv_ln,chs_gini_ln,openness_ln,enl0_ln,enl1_ln,enl2_ln,boxdim_ln,slope,aspect,chs_max_tsq,chs_mean_tsq,chs_sd_tsq,chs_cv_tsq,chs_gini_tsq,openness_tsq,enl0_tsq,enl1_tsq,enl2_tsq,boxdim_tsq
2023,A,E34_0604,6.9,5.4,0.7,0.1,0.1,0,7,5.514,5.063,1.9928,8.1,NA,6.8,5.4,0.5,0.1,0.1,0,7,5.08,4.616,1.9653
2023,A,I27_0007,10.6,7.6,0.9,0.1,0.1,0,11,7.97,7.368,1.9399,24.4,NA,10.6,7.9,0.9,0.1,0.1,0,11,7.607,6.63,1.7204
2023,A,I28_0412,11.7,9.1,0.9,0.1,0.1,0,12,8.425,7.078,2.0612,27,NA,10.5,9.2,0.9,0.1,0,0,11,7.219,5.943,1.6989
2023,A,F21_0317,7.7,6.1,0.7,0.1,0.1,0,8,5.942,5.291,2.0845,31.4,NA,7.3,6,0.7,0.1,0.1,0,7,5.499,4.804,1.7063
2023,A,F21_1014,7.8,5.9,1,0.2,0.1,0,8,6.262,5.524,2.1285,27,NA,7.8,6.4,1,0.2,0.1,0,8,6.112,5.361,1.8085
2023,A,N13_0808,8.4,6.9,1,0.1,0.1,0,8,6.893,6.162,1.8472,30.7,NA,7.8,6.9,0.8,0.1,0,0,8,5.865,4.819,1.527
2023,A,N13_0505,9.8,8,1.4,0.2,0.1,0,10,8.597,8.26,1.9752,26,NA,9.8,9,0.4,0,0,0,10,7.495,6.532,1.6912
2023,A,N11_0306,5.6,4.1,1.2,0.3,0.2,0.1,6,5.138,4.912,1.9081,18.7,NA,5.6,4.5,1,0.2,0.1,0,6,4.878,4.331,1.8329
2023,A,N11_1510,6.1,4.1,1.4,0.3,0.2,0,6,4.616,4.22,1.9621,35.7,NA,5.3,4.7,0.5,0.1,0,0,5,4.222,3.609,1.6854
2023,A,L11_1812,6.5,5.3,0.4,0.1,0,0,6,4.858,4.496,2.1792,32.7,NA,5.9,5.4,0.2,0,0,0,6,4.726,4.372,1.9917
2023,A,L11_0812,5.5,4.4,0.4,0.1,0.1,0,5,4.238,3.966,2.2263,36.2,NA,5.5,4.8,0.4,0.1,0,0,5,4.554,4.282,2.037
2023,A,S10_0004,21.7,16.9,1.8,0.1,0,0,22,12.458,10.151,1.7919,35.4,NA,18.3,17.4,0.6,0,0,0,16,7.976,6.5,1.4466
2023,A,S10_0716,20.3,15.6,3.6,0.2,0.1,0,20,12.956,11.591,1.7072,32,NA,19.9,13.4,5.1,0.4,0.2,0,14,9.816,8.5,1.3219
2023,A,W14_1511,13,11.2,0.7,0.1,0,0,13,9.941,8.244,1.9206,33.8,NA,12.9,11.4,0.5,0,0,0,13,9.053,7.159,1.716
2023,A,W14_0614,14.2,11.6,1,0.1,0,0,14,10.175,8.012,1.8386,35.4,NA,14,11.8,0.8,0.1,0,0,14,8.034,6.058,1.5106
2023,A,M19_0605,1.9,1.1,0.4,0.4,0.2,0.5,2,1.328,1.177,1.9207,24,NA,1.9,1.4,0.3,0.2,0.1,0,2,1.389,1.223,2.2774
2023,A,M19_0003,4.6,1.8,0.9,0.5,0.3,0.5,5,2.433,2.129,1.7763,27.1,NA,2.5,2,0.4,0.2,0.1,0.1,2,1.933,1.873,1.9172
2023,A,M19_0102,4.3,1.9,0.9,0.5,0.2,0.4,4,2.888,2.541,1.7813,22.6,NA,4.3,2.5,1.1,0.4,0.2,0.1,4,3.396,3.081,1.681
2023,A,L19_1706,2.7,1.1,0.6,0.5,0.3,0.4,3,1.729,1.529,1.7949,37.9,NA,1.7,1,0.4,0.4,0.2,0.4,2,1.254,1.127,1.2937
2023,A,M19_0709,5.9,2.6,1.6,0.6,0.4,0.3,6,4.497,4.054,1.9068,32.4,NA,5.1,3.1,0.8,0.3,0.1,0.1,5,3.82,3.524,1.9058
2023,A,M19_1003,4.3,2.4,0.9,0.4,0.2,0.5,4,3.205,2.885,1.8081,14.4,NA,4.3,2.7,1,0.4,0.2,0.1,4,3.511,3.255,1.716
2023,A,H29_1604,3.9,2.1,0.8,0.4,0.2,0.2,4,2.744,2.563,1.9067,9.3,NA,3.3,2.4,0.5,0.2,0.1,0,3,2.741,2.587,2.2972
2023,A,H29_1606,7,2.5,1.7,0.7,0.4,0.2,7,3.828,3.078,1.8298,12,NA,5.4,2.7,1.4,0.5,0.3,0.1,5,3.401,2.697,1.756
2024,B,T22_0704,7.4,5.9,0.8,0.1,0.1,0,7,6.135,5.729,2.1264,17.7,67,7,6.1,0.5,0.1,0,0,7,5.827,5.419,1.992
2024,B,T22_0602,7,5.2,1,0.2,0.1,0,7,5.667,5.368,2.1507,17.5,99,6.5,5.8,0.5,0.1,0,0,6,5.727,5.539,2.0632
2024,B,S22_1404,6.1,3,2,0.7,0.4,0,6,3.865,3.019,1.9842,30.5,237,5.2,2.1,1.8,0.9,0.5,0,5,2.551,1.89,1.6245
2024,B,T22_1005,7.3,5.9,0.8,0.1,0.1,0,7,6.272,6.037,2.0494,10.1,29,6.7,6,0.4,0.1,0,0,7,5.903,5.567,2.1069
2024,B,T22_1714,5.6,4.3,0.9,0.2,0.1,0,6,4.747,4.549,2.1931,9.6,98,5.4,4.3,0.9,0.2,0.1,0,5,4.489,4.16,2.0374
2024,B,T22_1915,5.4,4.6,0.6,0.1,0.1,0,5,4.761,4.575,2.1686,12.3,93,5.2,4.7,0.4,0.1,0,0,5,4.75,4.552,1.9339
2024,B,T22_1708,7.9,7.2,0.3,0,0,0,8,6.479,5.757,2.0448,14.5,280,7.6,7.2,0.2,0,0,0,8,6.218,5.403,1.7428
2024,B,Q27_1409,9.2,6.6,1.9,0.3,0.2,0,9,7.619,7.125,2.0044,32.1,192,8.4,6.3,1.3,0.2,0.1,0,8,6.735,5.998,1.7885
2024,B,Q27_0410,11.5,9,1.5,0.2,0.1,0,11,9.33,8.072,2.0074,41,172,11.1,9.6,1,0.1,0.1,0,11,9.027,7.708,1.6798
2024,B,R28_0318,9.3,8,0.5,0.1,0,0,9,7.524,6.604,2.0053,20.4,185,8.8,8,0.3,0,0,0,9,6.477,5.546,1.753
2024,B,R28_0116,9.3,7.9,0.9,0.1,0.1,0,9,8.111,7.585,2.1029,27.6,274,9.2,8.1,0.6,0.1,0,0,9,7.605,6.859,1.7794
2024,B,R28_1010,9.7,8.3,0.7,0.1,0,0,10,7.686,6.756,2.04,21,110,9.1,8.4,0.4,0,0,0,9,7.762,6.941,1.8326
2024,B,R29_0713,9.5,8,0.6,0.1,0,0,9,7.782,7.254,1.9979,33.1,199,8.5,7.6,0.5,0.1,0,0,8,7.044,6.484,1.8773
2024,B,R29_1009,9.7,7.7,0.7,0.1,0,0,10,7.591,6.842,1.9737,31.1,19,8.3,7.6,0.3,0,0,0,8,7.079,6.48,1.8383
2024,B,Q26_1005,5.2,3.9,0.6,0.2,0.1,0,5,4.103,3.88,2.0673,3.2,358,5.2,3.9,0.6,0.1,0.1,0,5,3.938,3.628,1.9317
2024,B,Q26_1213,8,6.2,1,0.2,0.1,0,8,6.651,6.205,1.9842,28.7,183,8,7.1,0.8,0.1,0.1,0,8,7.178,6.745,1.6225
2024,B,Q26_0813,7.3,5.5,0.9,0.2,0.1,0,7,6.017,5.756,2.1379,19.6,320,6.9,5.7,0.7,0.1,0.1,0,7,5.942,5.69,2.0682
2024,B,P28_0405,3.1,1.8,0.6,0.3,0.2,0,3,2.196,1.977,2.3051,29.8,243,2.9,2,0.4,0.2,0.1,0,3,2.261,2.093,2.2114
2024,B,P29_0018,2.7,1.2,0.5,0.4,0.2,0,3,1.665,1.439,2.0629,15.3,305,2,1.1,0.4,0.4,0.2,0,2,1.38,1.217,2.0122
2024,B,L21_1406,9.9,7.8,1.4,0.2,0.1,0,10,8.375,7.696,1.9944,32.8,286,9.4,7.8,1.7,0.2,0.1,0,9,7.019,5.696,1.7929
2024,B,L21_0505,14.2,11.5,1.3,0.1,0.1,0,15,11.284,9.343,1.7557,40.8,67,14.1,11.7,1.2,0.1,0.1,0,15,10.804,8.803,1.6764
2024,B,L21_0211,16,12.2,1.9,0.2,0.1,0,17,13.117,11.912,1.9238,37.5,83,14,12.1,1.5,0.1,0.1,0,15,11.119,9.39,1.6379
2024,B,L21_0103,14.2,12.2,0.9,0.1,0,0,15,11.218,9.032,1.9455,40.4,333,13.6,12.4,0.6,0.1,0,0,14,9.791,7.709,1.5938
2024,B,L21_0403,14.2,11.7,1.5,0.1,0.1,0,14,11.875,11.018,1.8969,41.7,56,13.7,12,1.1,0.1,0,0,14,11.737,10.846,1.5523
2024,B,M22_0203,9.5,7.8,0.7,0.1,0,0,10,7.658,7.06,2.1323,36.4,NA,8.7,7.9,0.5,0.1,0,0,9,7.018,6.452,1.9299
2024,B,M22_1001,8.3,6.5,0.7,0.1,0.1,0,9,7.415,7.054,2.1697,11.5,100,8.3,7.3,0.5,0.1,0,0,9,7.762,7.402,1.9195
2024,B,J25_0508,9.3,7.9,0.6,0.1,0,0,9,7.73,7.14,2.1247,33.7,297,9.3,8.4,0.4,0,0,0,9,7.757,7.023,1.8783
2024,B,J25_1211,8.5,7.2,0.5,0.1,0,0,8,6.68,6.101,2.0251,36.2,164,8.1,7.1,0.3,0,0,0,8,6.241,5.671,1.8604
2024,B,J25_1300,7.7,6,0.7,0.1,0.1,0,8,6.118,5.671,2.0958,32.4,223,7.2,6,0.6,0.1,0.1,0,7,6.017,5.655,1.8607
2024,B,J25_0818,10.5,8.4,0.8,0.1,0.1,0,11,8.245,7.312,2.1763,32.9,86,9.7,8.1,0.5,0.1,0,0,10,7.078,6.181,1.8701
2024,B,J25_1004,8.7,6.6,0.9,0.1,0.1,0,9,7.672,7.245,2.1662,33.8,223,8.7,6.6,0.9,0.1,0.1,0,9,7.566,7.064,1.9585
2024,B,J25_0009,6.8,5.7,0.4,0.1,0,0,7,5.61,5.364,2.2355,27.2,176,6.6,5.5,0.3,0.1,0,0,7,5.34,5.074,2.1611
2024,B,I25_0401,7.4,5.4,1,0.2,0.1,0,7,6.014,5.425,2.0371,38.3,89,7.1,5.6,0.9,0.2,0.1,0,7,5.746,5.066,1.8744
2024,B,I25_0607,8.2,6.1,0.8,0.1,0.1,0,9,6.75,6.287,2.1163,33.6,301,7.3,5.9,0.6,0.1,0.1,0,8,6.161,5.535,1.8936
2024,B,G28_0206,11.9,10.5,0.7,0.1,0,0,12,10.326,9.77,2.3163,40.6,142,11.7,10.8,0.6,0.1,0,0,12,10.532,10.169,2.0613
2024,B,G28_0513,12.2,9.8,1.1,0.1,0.1,0,12,9.955,9.388,2.1383,39.1,43,11.1,10,0.6,0.1,0,0,11,8.966,8.21,1.7903
2024,B,F28_1510,10.2,9.1,0.4,0,0,0,10,8.358,7.757,2.2303,37.1,224,10.2,9.2,0.3,0,0,0,10,8.469,7.893,1.9228
2024,B,F28_1412,9.9,9,0.5,0.1,0,0,10,8.622,8.063,2.1142,37,210,9.9,9.3,0.3,0,0,0,10,7.859,7.072,1.8057
2024,B,G29_0807,10.1,8.5,1.2,0.1,0.1,0,10,8.832,8.383,2.0993,37.2,125,9.7,8.9,0.4,0.1,0,0,10,8.692,8.394,1.9337
2024,B,G29_0710,10.2,8.5,0.8,0.1,0,0,10,8.732,8.372,2.1352,41.7,227,10.2,8.7,0.6,0.1,0,0,10,8.316,7.662,1.9221
2024,B,F27_0403,4.1,2.4,1.1,0.4,0.2,0,4,3.279,3.047,1.9802,24.4,1,4.1,3,0.5,0.2,0.1,0,4,3.362,3.123,1.8962
2024,B,F27_0609,3.7,2.1,0.7,0.3,0.2,0,4,2.72,2.494,1.9471,24.6,157,2.7,1.7,0.4,0.2,0.1,0,3,1.972,1.803,1.9331
2024,B,E26_1805,3,1.8,0.8,0.4,0.2,0,3,2.414,2.231,2.0954,21.8,145,3,1.5,0.9,0.6,0.3,0,3,2.438,2.141,1.6615
2024,B,F27_0519,3.2,2,0.7,0.4,0.2,0,3,2.572,2.384,2.2202,24.6,24,3.1,2.1,0.6,0.3,0.2,0,3,2.465,2.284,1.9719
2024,B,F27_0310,3.2,2,0.6,0.3,0.2,0,3,2.463,2.278,2.3209,15.9,49,3.2,2.5,0.4,0.2,0.1,0,3,2.719,2.522,2.0443
2024,B,F27_0818,3.7,2,0.9,0.5,0.3,0,4,2.681,2.246,1.9593,32.1,306,3.6,1.5,0.9,0.6,0.3,0,4,1.795,1.402,1.4882
2024,B,F28_0600,7.7,7,0.4,0.1,0,0,8,6.926,6.381,2.1007,21.2,43,7.6,7.1,0.3,0,0,0,8,6.384,5.625,1.9161
2024,B,P23_1713,6.2,1.9,1,0.5,0.3,0,6,2.458,1.947,1.9909,28.7,244,2.8,1.6,0.6,0.4,0.2,0,3,2.071,1.806,1.8755
2024,B,P22_1510,5.4,1.4,1,0.7,0.3,0,5,2.064,1.528,1.8872,28,354,1.3,0.8,0.2,0.3,0.2,0.1,1,1,1,1.8636
2024,B,P22_1607,4.1,2.1,0.9,0.4,0.2,0,4,2.784,2.393,2.0821,34,174,3.2,2.2,0.6,0.3,0.2,0,3,2.472,2.209,2.0547
2024,B,P22_1811,4.5,2.1,1,0.5,0.3,0,5,2.929,2.502,2.0092,26.7,27,3.9,1.9,1,0.5,0.3,0,4,2.594,2.104,1.6752
2024,B,Q23_0700,3.5,1.4,0.7,0.5,0.3,0,4,2.056,1.705,2.0902,11.7,165,2.8,1.3,0.6,0.5,0.3,0,3,1.956,1.791,1.8924
2024,B,Q23_0804,3,1.6,0.5,0.3,0.2,0,3,2.006,1.773,2.1235,15.4,3,3,1.9,0.7,0.4,0.2,0,3,2.472,2.248,1.8717
2024,B,S12_0310,3.4,1.6,0.8,0.5,0.3,0.2,4,2.402,2.192,2.2143,8.1,240,3.1,1.8,0.9,0.5,0.3,0.2,3,2.691,2.501,1.6848
2024,B,S12_1209,3.4,1.8,0.7,0.4,0.2,0,4,2.448,2.178,2.3299,3.5,312,2.8,1.6,0.5,0.3,0.2,0,3,1.907,1.681,1.9477
2024,B,S12_1504,3.7,1.3,0.9,0.7,0.4,0,4,2.392,1.961,1.9912,9.4,336,2.8,1.1,0.5,0.5,0.2,0,3,1.48,1.245,1.8151
2024,B,S13_1419,4.8,2.1,1.3,0.6,0.3,0,5,3.636,3.138,2.1451,24.5,352,4.8,2.8,1.4,0.5,0.3,0,5,4.24,3.893,1.9886
2024,B,T13_1612,6,4.6,1,0.2,0.1,0,6,5.004,4.776,2.2397,22.1,69,6,5,0.5,0.1,0.1,0,6,4.915,4.629,1.8667
2024,B,T13_1117,3.9,2.6,0.7,0.3,0.1,0,4,2.879,2.689,2.0943,10.5,228,3.8,2.8,0.4,0.2,0.1,0,4,2.904,2.72,2.0234
2024,B,S12_1213,5.2,2.5,1.4,0.5,0.3,0.1,5,4.024,3.669,2.0762,8.3,2,4.8,2.7,0.8,0.3,0.2,0,5,3.483,3.172,1.7573
2024,B,S12_0708,3.5,2,0.7,0.4,0.2,0,4,2.568,2.305,2.2382,7.2,204,3.1,1.8,0.3,0.2,0.1,0,3,2.028,1.857,2.0499
2024,B,Q17_1213,9.8,8.1,0.8,0.1,0.1,0,10,8.373,7.83,1.9483,25.6,193,9.8,8.9,0.8,0.1,0,0,10,8.636,7.797,1.6754
2024,B,Q17_0303,8.3,6.4,0.9,0.1,0.1,0,9,7.982,7.568,2.114,18.1,50,7.5,6.6,0.5,0.1,0,0,8,7.496,7.166,1.9584
2024,B,R17_0511,9.7,8.3,0.7,0.1,0,0,10,8.448,8.121,2.0331,32.8,208,9.4,8.4,0.3,0,0,0,9,8.021,7.665,1.7905
2024,B,R17_0604,10.1,8.7,0.7,0.1,0,0,10,8.729,8.323,2.0909,30.7,44,9.6,8.8,0.5,0.1,0,0,10,8.497,8.067,1.9387
2024,B,R17_1202,11.6,8.4,1.6,0.2,0.1,0,12,8.484,7.459,2.1218,36.1,225,10.3,8.4,1.2,0.1,0.1,0,10,7.778,6.824,1.9341
2024,B,Q18_1009,9.3,7.4,1.2,0.2,0.1,0,10,8.631,8.247,2.0286,28.9,46,8.7,7.8,0.5,0.1,0,0,9,8.578,8.329,1.8446
2024,B,Q18_1515,7.7,6.5,0.8,0.1,0.1,0,8,6.702,6.44,2.0366,13.3,305,7.7,7.1,0.5,0.1,0,0,8,6.77,6.367,1.6614
2024,B,Q18_0515,9,8.1,0.6,0.1,0,0,9,8.111,7.789,2.0182,24.7,67,8.7,8.3,0.2,0,0,0,9,7.889,7.507,1.8696
2024,B,M7_1800,7.6,5.4,1.3,0.2,0.1,0,8,6.397,5.799,1.995,30.9,340,7.2,5.1,0.9,0.2,0.1,0,8,5.819,5.337,1.8277
2024,B,M7_1601,7.2,3,2,0.7,0.4,0,7,3.924,2.923,1.9282,34,321,6.9,2.7,2.1,0.8,0.4,0,6,2.989,2.371,1.7973
2024,B,N8_0212,6.4,3.3,1.6,0.5,0.3,0,7,4.972,4.35,1.9103,32,332,6.4,4.8,0.8,0.2,0.1,0,7,5.342,4.971,1.8863
2024,B,M8_1809,6.7,3.4,1.9,0.5,0.3,0,7,4.378,3.545,2.2688,27.1,308,5.7,4.7,1.2,0.3,0.1,0,6,4.75,4.312,2.0618
2024,B,M8_1717,7.3,4.1,2,0.5,0.3,0,7,4.838,3.889,2.0243,31,253,5.8,3.4,1.7,0.5,0.3,0,6,3.681,2.913,1.9645
2024,B,N8_1202,6.8,2.5,1,0.4,0.2,0,6,3.227,2.772,2.1408,39.8,301,4.2,2.7,1,0.4,0.2,0,4,3.474,3.116,1.7843
2024,B,N8_0904,9.6,3.8,2.5,0.6,0.4,0,10,5.776,4.55,2.1132,35.3,226,7.6,3.5,1.9,0.6,0.3,0,8,4.418,3.594,1.8198
2024,B,N8_0615,8.2,6.8,1.3,0.2,0.1,0,8,6.992,6.242,2.1384,23,254,8.1,7.2,0.4,0,0,0,8,7.151,6.747,1.9302
2024,B,R2_0713,9.5,6.7,1,0.2,0.1,0,11,7.873,7.422,2.2139,45.4,350,8.6,6.8,0.9,0.1,0.1,0,10,7.628,7.215,1.9509
2024,B,R2_0413,8.8,7.4,0.8,0.1,0.1,0,9,8.03,7.752,2.2883,44.2,112,8.8,7.8,0.5,0.1,0,0,9,8.267,8.077,2.0615
2024,B,R2_0502,10.5,7.7,1.3,0.2,0.1,0,10,7.767,7.005,2.128,36,5,9.5,7.9,0.6,0.1,0,0,9,7.477,6.867,1.9922
2024,B,R3_1113,11.4,7,1.2,0.2,0.1,0,13,8.228,7.395,2.0862,41.3,239,8.8,6.4,0.6,0.1,0.1,0,10,6.539,5.85,1.7701
2024,B,R3_1414,6.9,5.1,1.3,0.3,0.1,0,8,6.591,6.313,2.0526,43.2,195,6.9,5.8,0.7,0.1,0.1,0,7,6.452,6.124,1.917
2024,B,Q3_0608,10.8,9.7,0.6,0.1,0,0,11,10.424,10.029,2.118,38.3,3,10.7,9.8,0.4,0,0,0,11,9.806,9.03,1.8354
2024,B,Q3_0117,10.2,9.3,0.9,0.1,0,0,10,9.271,8.773,2.1352,36.4,232,10,9.4,0.3,0,0,0,10,8.176,7.119,1.8945
2024,B,Q3_1408,11.4,9.7,0.8,0.1,0,0,12,10.658,10.238,2.1546,34.9,37,11.1,10,0.4,0,0,0,12,10.239,9.797,1.9462
2024,B,U29_1216,3.7,2.1,0.9,0.4,0.2,0,4,2.83,2.644,2.0497,18.5,296,3.1,2.1,0.7,0.4,0.2,0,3,2.708,2.545,2.1996000000000002
2024,B,U29_0319,3.2,2,0.5,0.3,0.1,0,3,2.343,2.184,2.229,26.8,211,2.7,2.2,0.3,0.1,0.1,0,3,2.29,2.144,1.9826
2024,B,U28_0210,2.9,2.1,0.5,0.3,0.1,0,3,2.444,2.271,2.2685,14.8,97,2.8,2.4,0.3,0.1,0.1,0,3,2.499,2.327,2.3139
2024,B,U28_0404,3.2,1.8,0.7,0.4,0.2,0,3,2.273,2.089,2.1951,15,2,2.6,1.8,0.4,0.2,0.1,0,3,2.007,1.9,2.0164
2024,B,T29_1216,4.3,2.4,1,0.4,0.2,0,5,3.845,3.627,2.1842,37.4,5,4.3,3.4,0.4,0.1,0.1,0,5,4.169,3.955,2.0507
2024,B,T29_0912,4.1,2.6,1,0.4,0.2,0,4,3.424,3.143,2.1898,36.2,303,4,2.7,1,0.4,0.2,0,4,3.62,3.417,1.8237
2024,B,U29_0804,3.5,2.4,0.7,0.3,0.2,0,4,2.757,2.574,2.3057,26.6,5,3.4,2.9,0.4,0.1,0.1,0,4,2.938,2.843,2.3262
2024,B,U24_0406,10.4,9.2,0.7,0.1,0,0,10,8.505,7.625,2.0603,35.6,313,9.9,9.3,0.3,0,0,0,10,7.324,6.283,1.7766
